propertyValue,nodeIds,numNodes
50029.0,['1596826852236009473'],1
50030.0,['1291090071828004869'],1
50033.0,['200098418'],1
50036.0,['290013821'],1
50040.0,"['533283479', '1366036279478128646', '66192794']",3
50041.0,['1459731239301169153'],1
50044.0,['368657054'],1
50047.0,['1461111538807361542'],1
50049.0,['51724981'],1
50050.0,['142164665'],1
50051.0,['420561601'],1
50052.0,"['1353415282283454464', '56713357']",2
50054.0,['1502123956135993344'],1
50055.0,['48317136'],1
50057.0,['1479322507069038592'],1
50059.0,['2901230292'],1
50060.0,['884294358'],1
50061.0,['1367976911218089985'],1
50062.0,['1345253284274184193'],1
50063.0,['1357318786932744193'],1
50065.0,['1536536222772133888'],1
50067.0,"['1348248319856943106', '2934079226']",2
50069.0,['1502713165251026946'],1
50070.0,"['1167028576937480192', '797063474790670338']",2
50072.0,"['2971747084', '246539617']",2
50073.0,['274023192'],1
50074.0,['1418327995018846211'],1
50076.0,['1299792667'],1
50081.0,['1456680901115584516'],1
50082.0,['1545937787375210497'],1
50083.0,['1412241447345135620'],1
50084.0,['1486059387684855812'],1
50085.0,['1172418659190358016'],1
50086.0,['400638773'],1
50088.0,['1352842835603537920'],1
50089.0,['1546627943254085633'],1
50090.0,['1068001414671024128'],1
50091.0,['1014761653173272576'],1
50092.0,"['1301215504686694400', '1368003128470085635']",2
50094.0,['478233418'],1
50095.0,['2881045323'],1
50096.0,['1331979225063170053'],1
50097.0,['2843933199'],1
50099.0,['108872565'],1
50101.0,['1091388289'],1
50103.0,['1484164958141227016'],1
50104.0,['1163090653238181888'],1
50105.0,['1147566931496583168'],1
50106.0,['1073602351041265664'],1
50107.0,['1547354317891436546'],1
50109.0,"['38355920', '398826957']",2
50110.0,['329335779'],1
50111.0,"['48841711', '2705228938']",2
50112.0,['109134837'],1
50113.0,['2932950007'],1
50114.0,['26035191'],1
50115.0,['569984000'],1
50116.0,['1109505945200148483'],1
50117.0,['1133389210361184259'],1
50118.0,['1502115410044358657'],1
50119.0,['1457580901668327425'],1
50120.0,['515720195'],1
50125.0,['1196538679017103360'],1
50128.0,"['913869278683770880', '16145763', '16952600']",3
50130.0,"['14238766', '2479790449']",2
50131.0,['168903728'],1
50132.0,['1007474657807589377'],1
50133.0,['1368295198841659393'],1
50135.0,['306005067'],1
50136.0,['1211943380772478978'],1
50137.0,['1561427935818653696'],1
50142.0,['1595853261579456512'],1
50143.0,['1279299349932118016'],1
50144.0,['975252198635573248'],1
50145.0,['1594226242336821248'],1
50147.0,['1573343635944476672'],1
50151.0,['487146619'],1
50152.0,['1018084128288378881'],1
50153.0,['1541507752698286081'],1
50154.0,"['1219053078630076417', '1504258449441492999']",2
50156.0,['1574838625476513793'],1
50158.0,['1572539452441989121'],1
50161.0,['80037017'],1
50162.0,['1581349302512881666'],1
50164.0,['1494944241767833600'],1
50165.0,['1357575430212050944'],1
50168.0,['1382994608158826496'],1
50169.0,['280839327'],1
50170.0,['825636636927090688'],1
50171.0,['1510195560845828096'],1
50172.0,['1502941559188250624'],1
50173.0,['1595894779006574592'],1
50177.0,['1457315140739686401'],1
50178.0,['1572226638019977217'],1
50182.0,['1595126243464208386'],1
50183.0,['1543906980879818754'],1
50186.0,['1574472090283118597'],1
50187.0,['1268014470732943365'],1
50190.0,['1445097546'],1
50191.0,['2699117822'],1
50192.0,['1573068899360333828'],1
50194.0,['2819179780'],1
50195.0,['1527155060609646592'],1
50197.0,['130630930'],1
50199.0,['1038696984310415360'],1
50201.0,['1430366867999318021'],1
50202.0,['804335980568317952'],1
50205.0,['594101565'],1
50208.0,['757992145059971072'],1
50209.0,"['1436462670895591424', '2455671189']",2
50211.0,['1479636928232370176'],1
50212.0,['2282833236'],1
50213.0,['905884645144895488'],1
50214.0,['441795922'],1
50216.0,['261440861'],1
50217.0,['32851301'],1
50218.0,['1354162787279384577'],1
50220.0,['1520773079168921601'],1
50221.0,['4221125997'],1
50223.0,"['1460692847812882434', '248605681']",2
50225.0,"['2889958788', '783713485465214976']",2
50226.0,['988380341252521984'],1
50227.0,['1573521158305087488'],1
50228.0,['911005419593662464'],1
50229.0,['1216544544013025280'],1
50230.0,['1516531568646500354'],1
50233.0,['1299072569849544704'],1
50235.0,['3059828111'],1
50237.0,['1394121818408169475'],1
50239.0,['1575038182898401281'],1
50240.0,['1258088484377591809'],1
50242.0,['1282966458327236609'],1
50243.0,['1593572693625929729'],1
50244.0,['1544128019186450433'],1
50247.0,"['997526980378624001', '1131617735434285056']",2
50254.0,"['710186044172402690', '1296920829410906117']",2
50259.0,['1271169399714611202'],1
50260.0,['1247498946156560386'],1
50261.0,['294733250'],1
50263.0,"['2168014287', '1413459438942441475']",2
50266.0,['1445145090092118021'],1
50267.0,['1456723102688292869'],1
50268.0,['1462041859191156741'],1
50269.0,['1241970121586823169'],1
50270.0,['80561620'],1
50272.0,['1505975257634648069'],1
50277.0,['1349104395183665158'],1
50279.0,['778495203623698436'],1
50283.0,['2401584656'],1
50284.0,['773146129'],1
50285.0,['382289426'],1
50287.0,['583616034'],1
50288.0,['17647155'],1
50289.0,"['588858932', '1413226807243988992']",2
50291.0,['727180122034458624'],1
50293.0,['1097348613754245120'],1
50297.0,['1182452822261919744'],1
50300.0,['1279018291181367298'],1
50301.0,['1462568027581526027'],1
50305.0,['1337278265636003840'],1
50308.0,['257246857'],1
50312.0,['2572502689'],1
50317.0,['1597137893184532480'],1
50318.0,['119621295'],1
50319.0,['951915904731893765'],1
50320.0,['2783266490'],1
50321.0,['1485226111122305025'],1
50322.0,['1351894228180168705'],1
50323.0,['1573701693316820993'],1
50325.0,['1553915505102057473'],1
50326.0,['3744024257'],1
50327.0,['1552029444625293312'],1
50328.0,['171001540'],1
50329.0,['1412433902174625792'],1
50330.0,['1123894982'],1
50332.0,"['46745297', '414893361']",2
50333.0,['2808956630'],1
50335.0,['2837792480'],1
50339.0,"['1124507792042336256', '2547375469']",2
50340.0,['1594175236139884544'],1
50341.0,['1458701430336811011'],1
50342.0,['1492123655580655616'],1
50343.0,['1588643754738688000'],1
50346.0,['862790892985491456'],1
50347.0,"['108349175', '123584688']",2
50348.0,['2593736448'],1
50349.0,['258557698'],1
50350.0,['1599686402'],1
50351.0,['49891076'],1
50353.0,['1573510497869209601'],1
50354.0,['1569124000525164545'],1
50358.0,"['1523341042061385729', '299013774']",2
50362.0,['1581428946268299265'],1
50363.0,['100747025'],1
50365.0,['2290435857'],1
50366.0,['1478142172633485312'],1
50367.0,['1593955051420229634'],1
50369.0,['1471537981752320002'],1
50370.0,['1297164350986362882'],1
50372.0,['1504505953953226754'],1
50373.0,"['1335183150', '178137517']",2
50376.0,['148457273'],1
50377.0,['1473841929985171459'],1
50381.0,['2911455042'],1
50384.0,['1575385443562135556'],1
50386.0,['1554768012728680448'],1
50389.0,['2162247512'],1
50391.0,['47531876'],1
50393.0,['774981481'],1
50394.0,['2559395691'],1
50395.0,['1562857868709150721'],1
50396.0,['1557734243576397825'],1
50398.0,['1597036273557913601'],1
50399.0,['572868467'],1
50400.0,['3147646831'],1
50403.0,['70862714'],1
50404.0,['1576901882966155270'],1
50406.0,"['1548420126621306880', '913483275443871745', '1576699410519625728']",3
50407.0,['774231324961804288'],1
50409.0,['3837085582'],1
50411.0,['1573801822476816384'],1
50413.0,['197216170'],1
50414.0,"['3084994475', '469911910', '247103812']",3
50418.0,['989472330396176386'],1
50419.0,['1196726442630844418'],1
50420.0,['3163375553'],1
50421.0,['394872769'],1
50423.0,['195905482'],1
50427.0,['333793248'],1
50429.0,['608258030'],1
50433.0,['909938745348169739'],1
50434.0,['62736388'],1
50435.0,"['1075131969648934914', '1151911597763432449']",2
50437.0,['252528650'],1
50439.0,['808850611940757504'],1
50443.0,['3292350497'],1
50444.0,['1506231283739160576'],1
50445.0,['713058779248594945'],1
50446.0,['1548802427650015232'],1
50448.0,['4839262258'],1
50449.0,['2160937012'],1
50450.0,['29968437'],1
50451.0,['836061859497328644'],1
50453.0,['752980175458013186'],1
50455.0,['1216988093225426944'],1
50456.0,['1213153757413826560'],1
50457.0,['1168101939017474048'],1
50458.0,['1140975933962293248'],1
50459.0,['1290184815812251648'],1
50460.0,['1303010293199638529'],1
50461.0,['74795083'],1
50463.0,['41764941'],1
50466.0,['1449369375803314179'],1
50469.0,['1572234335394361347'],1
50470.0,['788323263499866116'],1
50471.0,['1434166326520582148'],1
50476.0,['271403158'],1
50478.0,['1361468465995898884'],1
50483.0,['16861357'],1
50485.0,['44648625'],1
50486.0,['2325825714'],1
50487.0,['1453691776129175559'],1
50489.0,['1200420944323469312'],1
50490.0,['1027373895274389504'],1
50491.0,"['919345580228403200', '110199502']",2
50492.0,"['4426123456', '1522675092647514115']",2
50493.0,['1132923259618516992'],1
50494.0,['1573069228323868672'],1
50495.0,['1022747022300995584'],1
50496.0,['3011332295'],1
50497.0,['543770824'],1
50498.0,"['1948076234', '1450208483224309763']",2
50501.0,['1201077263376244737'],1
50503.0,['113854684'],1
50509.0,['1171080775036493826'],1
50510.0,['1552341512771448832'],1
50511.0,['955855815700832258'],1
50512.0,"['375474419', '90323207']",2
50513.0,['1574997243123449856'],1
50517.0,['218712343'],1
50520.0,"['616292866', '84503659']",2
50521.0,['1575055604615614465'],1
50522.0,['709743656001888259'],1
50523.0,['2174306618'],1
50526.0,"['866462569577447424', '1081311465557000192']",2
50527.0,['234168336'],1
50528.0,['193284435'],1
50529.0,['928210740888133639'],1
50530.0,['1325401029207347200'],1
50533.0,['1290190147955437568'],1
50534.0,['820070773'],1
50536.0,['1517423996911988736'],1
50537.0,['1504147070541869056'],1
50538.0,['2471315833'],1
50541.0,['167856515'],1
50542.0,['1457546688802041857'],1
50543.0,['1159143178756403201'],1
50544.0,['1250141359257923585'],1
50545.0,['28658062'],1
50546.0,['1242873055359250433'],1
50548.0,['4830874006'],1
50549.0,['1556603948047470595'],1
50550.0,['1421584549943947266'],1
50552.0,"['17385903', '67196459']",2
50553.0,['1693577736'],1
50554.0,['1267812794'],1
50555.0,['1519281221032980483'],1
50557.0,"['343755198', '16163374']",2
50558.0,['1274324736538021888'],1
50559.0,['1447145283931054082'],1
50562.0,['1198267322449874944'],1
50563.0,['756712708389556224'],1
50564.0,['1596298717375582208'],1
50565.0,['1178241469691285504'],1
50568.0,['347949552'],1
50569.0,['1542517944348921857'],1
50570.0,['1204259984285978625'],1
50571.0,['1467747104848171009'],1
50572.0,['1453672377296965633'],1
50573.0,['589646326'],1
50576.0,['1297822063248519174'],1
50577.0,"['1541790534854778880', '1462050829859446789']",2
50578.0,['3280030225'],1
50580.0,['56445458'],1
50581.0,"['15813140', '66740618']",2
50582.0,['118049302'],1
50584.0,['751985759989731328'],1
50585.0,['1166149709716774912'],1
50586.0,['1540758435154632705'],1
50587.0,['939141489619361792'],1
50588.0,['188566057'],1
50589.0,['144001591'],1
50592.0,['1422619502290751492'],1
50593.0,['825841584629436420'],1
50594.0,['1297173066'],1
50595.0,['2804238924'],1
50599.0,"['165497426', '1039342987082440705']",2
50600.0,['1527355199576166405'],1
50602.0,['4001974875'],1
50603.0,['1323429825923731456'],1
50604.0,['1164918752774934528'],1
50606.0,['1156005863217385472'],1
50608.0,['952323994904121344'],1
50609.0,['911545508979757056'],1
50610.0,['1367028230876778497'],1
50613.0,['14240383'],1
50614.0,['803127357741682688'],1
50615.0,['934004543410622464'],1
50618.0,"['7424642', '1537078807005634561']",2
50621.0,['1203743118560022528'],1
50622.0,['924441761983975424'],1
50625.0,['1219499113508720642'],1
50627.0,['945010337815941121'],1
50629.0,['1354352257995853826'],1
50630.0,['1218235643215695875'],1
50631.0,['1367266278185062402'],1
50634.0,['807143491650408452'],1
50637.0,['971316563126210563'],1
50638.0,['822515009037225988'],1
50639.0,['1339038660684107781'],1
50641.0,['1324456174859800581'],1
50643.0,['858362550240628741'],1
50644.0,['1217586129815425030'],1
50645.0,['959777482974121989'],1
50646.0,['1148545967618215941'],1
50647.0,['1019348676022587397'],1
50648.0,['1341418518202503174'],1
50649.0,['1206269306687934470'],1
50651.0,['1159486429791211526'],1
50652.0,['1561885507843399681'],1
50659.0,['1359187750994530313'],1
50661.0,['1349829709836800010'],1
50662.0,['1207328903246860298'],1
50663.0,['1329450408096518154'],1
50665.0,['259869372'],1
50666.0,['1361690469948936196'],1
50667.0,['1576974156377235458'],1
50669.0,['1237353582095036416'],1
50675.0,['338250452'],1
50679.0,['1558880671950577667'],1
50680.0,['1299005430568382465'],1
50682.0,['856771297'],1
50683.0,['74271464'],1
50684.0,['42533012'],1
50686.0,['3438627581'],1
50689.0,['2738178864'],1
50690.0,"['22891326', '1575003078805405696']",2
50692.0,['1328466224527896576'],1
50696.0,['787300903577645057'],1
50698.0,['3411888994'],1
50700.0,['1338067814'],1
50702.0,['481381232'],1
50703.0,['1344788591680090114'],1
50705.0,['992051402292707328'],1
50706.0,['861681317523603456'],1
50707.0,['4128590713'],1
50710.0,"['1012485001', '1496825207235002369']",2
50711.0,['1558143095564541952'],1
50715.0,['245189536'],1
50716.0,['1461379233121705985'],1
50717.0,['2444577704'],1
50718.0,['953899025304039424'],1
50719.0,['759810025053261824'],1
50722.0,['936987582'],1
50724.0,['730418125'],1
50725.0,['198527960'],1
50727.0,['3807988701'],1
50728.0,"['20794341', '1356421058002382850']",2
50731.0,['1593786935184703488'],1
50732.0,['1497602074867122176'],1
50733.0,['1551641946359316480'],1
50735.0,['1596735139249373184'],1
50736.0,['1580153014085730304'],1
50739.0,['1574324819432292352'],1
50740.0,['149507070'],1
50742.0,['278219783'],1
50744.0,['2646428688'],1
50745.0,['1573293661940596737'],1
50746.0,['1515096967554252801'],1
50748.0,['1574005223936475137'],1
50754.0,['1004358678'],1
50756.0,['1573271476018593794'],1
50758.0,['1168184084532727808'],1
50759.0,['934380904318930944'],1
50765.0,"['70339630', '2479767162']",2
50766.0,['362892339'],1
50767.0,['2972273715'],1
50770.0,['33639486'],1
50772.0,['1498763947272552451'],1
50773.0,['918608743146885121'],1
50776.0,['1259825322570190849'],1
50777.0,['2238794821'],1
50778.0,['1102979458976354305'],1
50780.0,['257772622'],1
50782.0,['986789142699872258'],1
50783.0,['32590941'],1
50786.0,['1098393766006710272'],1
50788.0,['897081651804594176'],1
50790.0,['1558287403495964677'],1
50793.0,['1110637408071016449'],1
50794.0,['1506364544'],1
50795.0,"['1133701', '308658903']",2
50798.0,['939838769426870272'],1
50802.0,['1597649132017094656'],1
50803.0,['744936444012204032'],1
50805.0,['1595472174051213319'],1
50807.0,['1250258023324332033'],1
50808.0,['1271083788777304065'],1
50811.0,['2187939004'],1
50812.0,['1489974209459765256'],1
50816.0,['425020608'],1
50817.0,['1166736931360628736'],1
50819.0,['1005598282318598144'],1
50820.0,['35212501'],1
50822.0,['1392331992'],1
50824.0,['853567231158083584'],1
50825.0,['1315359602536570880'],1
50827.0,['1170987515823742976'],1
50828.0,['1190705195283603456'],1
50829.0,['1250655847744757760'],1
50830.0,['1292983687823450112'],1
50831.0,"['869268806690103296', '1089641103354183680']",2
50832.0,"['1253040411171577856', '1290714560']",2
50834.0,['119098597'],1
50835.0,['1367274667808088065'],1
50837.0,['898255286493995009'],1
50838.0,['2645904638'],1
50841.0,"['14241022', '1102640222746030080', '65707359']",3
50843.0,['1361741792421568514'],1
50845.0,['729632383792721920'],1
50849.0,['307580195'],1
50851.0,['1575794559740973056'],1
50852.0,['1595493674'],1
50853.0,['826067879879651329'],1
50854.0,['117525806'],1
50855.0,['855537349299757060'],1
50860.0,['4864429383'],1
50862.0,['1055645538249408512'],1
50865.0,"['30756182', '802302308226736128']",2
50869.0,['31018338'],1
50870.0,['160779625'],1
50872.0,"['487673211', '611157968']",2
50874.0,['275074432'],1
50876.0,['565005713'],1
50877.0,['104418709'],1
50881.0,['1070419392'],1
50884.0,['807658682444087296'],1
50892.0,['1572393591192039424'],1
50894.0,['285298203'],1
50900.0,['1575797845890052097'],1
50902.0,['1577005843152674816'],1
50903.0,['743014123290533888'],1
50904.0,['1582090911827140608'],1
50907.0,['1520368350345703425'],1
50908.0,['344542773'],1
50912.0,['1568588551889235971'],1
50920.0,['1581797083035717632'],1
50926.0,['1524094828774150144'],1
50927.0,['939455098845122560'],1
50928.0,['244928134'],1
50931.0,['983360822029307904'],1
50932.0,['1572957459714658305'],1
50933.0,['1580591154734813185'],1
50935.0,['942472459131015169'],1
50936.0,['1501379128729260033'],1
50938.0,['1208557798574956544'],1
50942.0,['140851856'],1
50944.0,['1500452166875729922'],1
50945.0,['1422882362417991682'],1
50948.0,['1067917839766560768'],1
50949.0,['1102997880925757440'],1
50953.0,['1498860721236594690'],1
50956.0,['1111576250'],1
50957.0,['83971771'],1
50961.0,['1198718104701935617'],1
50963.0,['45960906'],1
50966.0,['211635931'],1
50969.0,['1275142713038512130'],1
50970.0,['1080194141567492098'],1
50971.0,['1523967910326136832'],1
50972.0,['1356389427044511744'],1
50980.0,['1320579823698432006'],1
50983.0,['1552626738865311744'],1
50987.0,['1883852587'],1
50989.0,['2246135602'],1
50991.0,['53301055'],1
50992.0,['3419230017'],1
50993.0,['1443675320494837768'],1
50994.0,"['1363856379623075844', '1501711070242775044']",2
50997.0,['3153678161'],1
51001.0,['868764327645507584'],1
51002.0,['878420453509001216'],1
51005.0,['1574537092314681354'],1
51006.0,['143478646'],1
51007.0,['938970397252481025'],1
51008.0,['240471932'],1
51009.0,['1097537404834115585'],1
51012.0,['981290881'],1
51014.0,['200888210'],1
51015.0,['949258282149072896'],1
51016.0,['119623573'],1
51017.0,['808890298868842496'],1
51018.0,['1569385624339103744'],1
51020.0,['1539161523133759488'],1
51024.0,['1551645037242499072'],1
